Year,Recipient,Demographic_Group,Demographic,Demo Variable,Current Cigarette_V,Current Cigarette_L,Current Cigarette_U,Current Cigarette_E,Current Cigarette_RSE,Current Cigarette_N,Current Smokeless_V,Current Smokeless_L,Current Smokeless_U,Current Smokeless_E,Current Smokeless_RSE,Current Smokeless_N,Current E-cigarette_V,Current E-cigarette_L,Current E-cigarette_U,Current E-cigarette_E,Current E-cigarette_RSE,Current E-cigarette_N,Current Any Tobacco Product_V,Current Any Tobacco Product_L,Current Any Tobacco Product_U,Current Any Tobacco Product_E,Current Any Tobacco Product_RSE,Current Any Tobacco Product_N,Past-Year Quit Attempt_V,Past-Year Quit Attempt_L,Past-Year Quit Attempt_U,Past-Year Quit Attempt_E,Past-Year Quit Attempt_RSE,Past-Year Quit Attempt_N
2019,United States (median),Age,Age 25 to 44,_AGE_G,20.8,,,,,52,5.6,,,,,50,,,,,,0,,,,,,0,59.1,,,,,51.0
2019,United States (median),Age,Age 45 to 64,_AGE_G,17.7,,,,,52,3.9,,,,,49,,,,,,0,,,,,,0,54.95,,,,,52.0
2019,United States (median),Age,Age 65 or older,_AGE_G,9.2,,,,,52,1.9,,,,,45,,,,,,0,,,,,,0,49.3,,,,,47.0
2019,United States (median),Education (4 Level),Did not graduate High School,_EDUCAG,29.3,,,,,52,6.6,,,,,37,,,,,,0,,,,,,0,56.6,,,,,36.0
2019,United States (median),Education (4 Level),Graduated High School,_EDUCAG,21.3,,,,,52,6.0,,,,,50,,,,,,0,,,,,,0,57.25,,,,,52.0
2019,United States (median),Education (4 Level),Attended College or Technical School,_EDUCAG,15.9,,,,,52,4.0,,,,,48,,,,,,0,,,,,,0,57.5,,,,,51.0
2019,United States (median),Education (4 Level),Graduated from College or Technical School,_EDUCAG,6.3,,,,,52,2.3,,,,,48,,,,,,0,,,,,,0,56.95,,,,,46.0
2019,United States (median),Education (2 Level),Less than college/technical school graduate,_ED_LVL,20.3,,,,,52,5.1,,,,,50,,,,,,0,,,,,,0,56.65,,,,,52.0
2019,United States (median),Education (2 Level),Graduate from college/technical school,_ED_LVL,6.3,,,,,52,2.3,,,,,48,,,,,,0,,,,,,0,57.4,,,,,52.0
2019,United States (median),Frequent Mental Distress,No,_MENT14D,13.6,,,,,52,4.2,,,,,50,,,,,,0,,,,,,0,55.9,,,,,52.0
2019,United States (median),Frequent Mental Distress,Yes,_MENT14D,30.2,,,,,52,4.7,,,,,43,,,,,,0,,,,,,0,60.1,,,,,50.0
2019,United States (median),Cigarette Use History,Current smoker,_SMOKER3,,,,,,0,8.1,,,,,51,,,,,,0,,,,,,0,,,,,,
2019,United States (median),Cigarette Use History,Former smoker,_SMOKER3,,,,,,0,4.9,,,,,48,,,,,,0,,,,,,0,,,,,,
2019,United States (median),Cigarette Use History,Never smoker,_SMOKER3,,,,,,0,2.8,,,,,49,,,,,,0,,,,,,0,,,,,,
2020,United States (median),Total Population,Total Population,,15.5,,,,,53,3.7,,,,,53,,,,,,0,,,,,,0,53.6,,,,,
2020,United States (median),Sex,Male,_SEX,17.2,,,,,53,6.6,,,,,52,,,,,,0,,,,,,0,53.6,,,,,53.0
2020,United States (median),Sex,Female,_SEX,13.4,,,,,53,1.0,,,,,43,,,,,,0,,,,,,0,55.1,,,,,53.0
2020,United States (median),Race,"White, Non-Hispanic",_IMPRACE,14.6,,,,,52,4.5,,,,,50,,,,,,0,,,,,,0,50.4,,,,,50.0
2020,United States (median),Race,"Black, Non-Hispanic",_IMPRACE,18.7,,,,,39,2.2,,,,,11,,,,,,0,,,,,,0,68.3,,,,,23.0
2020,United States (median),Race,"Asian, Non-Hispanic",_IMPRACE,7.2,,,,,9,0.0,,,,,4,,,,,,0,,,,,,0,61.4,,,,,2.0
2020,United States (median),Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,35.9,,,,,26,7.4,,,,,8,,,,,,0,,,,,,0,65.55,,,,,4.0
2020,United States (median),Race,Hispanic,_IMPRACE,12.8,,,,,45,2.2,,,,,12,,,,,,0,,,,,,0,63.9,,,,,12.0
2020,United States (median),Race,"Other race, Non-Hispanic",_IMPRACE,23.3,,,,,49,8.4,,,,,8,,,,,,0,,,,,,0,60.45,,,,,4.0
2020,United States (median),Age,Age 18 to 24,_AGE_G,9.7,,,,,49,4.5,,,,,31,,,,,,0,,,,,,0,60.3,,,,,3.0
2020,United States (median),Age,Age 25 to 44,_AGE_G,19.7,,,,,53,4.8,,,,,51,,,,,,0,,,,,,0,58.0,,,,,53.0
2020,United States (median),Age,Age 45 to 64,_AGE_G,17.3,,,,,53,4.0,,,,,50,,,,,,0,,,,,,0,51.4,,,,,53.0
2020,United States (median),Age,Age 65 or older,_AGE_G,9.4,,,,,52,2.0,,,,,40,,,,,,0,,,,,,0,47.6,,,,,47.0
2020,United States (median),Education (4 Level),Did not graduate High School,_EDUCAG,28.2,,,,,53,6.8,,,,,29,,,,,,0,,,,,,0,53.5,,,,,34.0
2020,United States (median),Education (4 Level),Graduated High School,_EDUCAG,20.2,,,,,53,5.2,,,,,50,,,,,,0,,,,,,0,52.55,,,,,52.0
2020,United States (median),Education (4 Level),Attended College or Technical School,_EDUCAG,15.2,,,,,53,3.6,,,,,48,,,,,,0,,,,,,0,55.35,,,,,52.0
2020,United States (median),Education (4 Level),Graduated from College or Technical School,_EDUCAG,5.9,,,,,53,2.1,,,,,47,,,,,,0,,,,,,0,57.0,,,,,47.0
2020,United States (median),Education (2 Level),Less than college/technical school graduate,_ED_LVL,19.5,,,,,53,4.5,,,,,52,,,,,,0,,,,,,0,53.5,,,,,53.0
2020,United States (median),Education (2 Level),Graduate from college/technical school,_ED_LVL,5.9,,,,,53,2.1,,,,,47,,,,,,0,,,,,,0,55.7,,,,,53.0
2020,United States (median),Frequent Mental Distress,No,_MENT14D,13.6,,,,,53,3.5,,,,,53,,,,,,0,,,,,,0,52.8,,,,,53.0
2020,United States (median),Frequent Mental Distress,Yes,_MENT14D,26.9,,,,,53,4.2,,,,,38,,,,,,0,,,,,,0,57.45,,,,,50.0
2020,United States (median),Cigarette Use History,Current smoker,_SMOKER3,,,,,,0,6.8,,,,,50,,,,,,0,,,,,,0,,,,,,
2020,United States (median),Cigarette Use History,Former smoker,_SMOKER3,,,,,,0,4.9,,,,,48,,,,,,0,,,,,,0,,,,,,
2020,United States (median),Cigarette Use History,Never smoker,_SMOKER3,,,,,,0,2.5,,,,,51,,,,,,0,,,,,,0,,,,,,
2021,United States (median),Total Population,Total Population,,14.4,,,,,52,3.5,,,,,51,6.6,,,,,52,21.2,,,,,52,50.8,,,,,
2021,United States (median),Sex,Male,_SEX,15.9,,,,,52,6.2,,,,,51,7.4,,,,,52,25.2,,,,,52,50.4,,,,,22.0
2021,United States (median),Sex,Female,_SEX,13.2,,,,,52,1.0,,,,,37,5.7,,,,,51,17.5,,,,,52,51.9,,,,,22.0
2021,United States (median),Race,"White, Non-Hispanic",_IMPRACE,13.6,,,,,50,4.2,,,,,49,6.6,,,,,50,21.0,,,,,51,48.9,,,,,22.0
2021,United States (median),Race,"Black, Non-Hispanic",_IMPRACE,16.8,,,,,38,2.0,,,,,16,5.7,,,,,27,20.9,,,,,43,64.5,,,,,6.0
2021,United States (median),Race,"Asian, Non-Hispanic",_IMPRACE,6.9,,,,,11,0.0,,,,,7,5.2,,,,,10,11.6,,,,,21,52.35,,,,,2.0
2021,United States (median),Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,29.7,,,,,29,7.3,,,,,6,7.1,,,,,9,35.4,,,,,30,45.8,,,,,1.0
2021,United States (median),Race,Hispanic,_IMPRACE,12.0,,,,,43,2.2,,,,,12,7.6,,,,,36,16.8,,,,,49,63.5,,,,,3.0
2021,United States (median),Race,"Other race, Non-Hispanic",_IMPRACE,20.6,,,,,46,5.1,,,,,10,10.4,,,,,22,28.2,,,,,50,58.25,,,,,2.0
2021,United States (median),Age,Age 18 to 24,_AGE_G,7.3,,,,,42,4.4,,,,,24,19.5,,,,,51,24.6,,,,,52,62.3,,,,,1.0
2021,United States (median),Age,Age 25 to 44,_AGE_G,18.4,,,,,52,4.5,,,,,49,9.0,,,,,52,26.5,,,,,52,53.6,,,,,20.0
2021,United States (median),Age,Age 45 to 64,_AGE_G,16.2,,,,,52,3.9,,,,,49,3.2,,,,,49,22.0,,,,,52,49.15,,,,,22.0
2021,United States (median),Age,Age 65 or older,_AGE_G,8.5,,,,,52,2.0,,,,,41,1.4,,,,,37,11.1,,,,,52,49.5,,,,,18.0
2021,United States (median),Education (4 Level),Did not graduate High School,_EDUCAG,26.9,,,,,52,6.2,,,,,27,8.9,,,,,37,38.0,,,,,52,56.1,,,,,11.0
2021,United States (median),Education (4 Level),Graduated High School,_EDUCAG,18.7,,,,,52,5.1,,,,,48,8.9,,,,,51,28.1,,,,,52,49.7,,,,,20.0
2021,United States (median),Education (4 Level),Attended College or Technical School,_EDUCAG,14.2,,,,,52,3.3,,,,,46,7.5,,,,,52,21.9,,,,,52,53.7,,,,,21.0
2021,United States (median),Education (4 Level),Graduated from College or Technical School,_EDUCAG,5.7,,,,,52,2.1,,,,,51,3.3,,,,,51,9.5,,,,,52,50.95,,,,,18.0
2021,United States (median),Education (2 Level),Less than college/technical school graduate,_ED_LVL,17.6,,,,,52,4.3,,,,,50,8.1,,,,,52,26.0,,,,,52,50.5,,,,,22.0
2021,United States (median),Education (2 Level),Graduate from college/technical school,_ED_LVL,5.7,,,,,52,2.1,,,,,51,3.3,,,,,51,9.5,,,,,52,52.9,,,,,22.0
2021,United States (median),Frequent Mental Distress,No,_MENT14D,12.6,,,,,52,3.6,,,,,51,5.2,,,,,52,18.8,,,,,52,50.3,,,,,22.0
2021,United States (median),Frequent Mental Distress,Yes,_MENT14D,23.8,,,,,52,4.0,,,,,38,14.2,,,,,51,35.1,,,,,52,53.7,,,,,19.0
2021,United States (median),Cigarette Use History,Current smoker,_SMOKER3,,,,,,0,7.2,,,,,46,14.8,,,,,52,100.0,,,,,52,,,,,,
2021,United States (median),Cigarette Use History,Former smoker,_SMOKER3,,,,,,0,4.9,,,,,46,9.8,,,,,52,14.2,,,,,52,,,,,,
2021,United States (median),Cigarette Use History,Never smoker,_SMOKER3,,,,,,0,2.3,,,,,50,3.4,,,,,52,5.6,,,,,52,,,,,,
2022,United States (median),Total Population,Total Population,,14.0,,,,,53,3.4,,,,,53,7.7,,,,,53,21.7,,,,,53,52.1,,,,,
2022,United States (median),Sex,Male,_SEX,14.5,,,,,53,6.0,,,,,52,8.7,,,,,53,24.9,,,,,53,50.5,,,,,21.0
2022,United States (median),Sex,Female,_SEX,12.9,,,,,53,0.9,,,,,39,6.6,,,,,53,17.4,,,,,53,52.4,,,,,21.0
2022,United States (median),Race,"White, Non-Hispanic",_IMPRACE,13.2,,,,,52,3.7,,,,,50,7.6,,,,,52,21.2,,,,,52,47.8,,,,,20.0
2022,United States (median),Race,"Black, Non-Hispanic",_IMPRACE,15.4,,,,,41,1.6,,,,,12,6.6,,,,,32,20.8,,,,,40,69.0,,,,,8.0
2022,United States (median),Race,"Asian, Non-Hispanic",_IMPRACE,6.5,,,,,12,0.0,,,,,7,5.6,,,,,9,11.5,,,,,26,45.5,,,,,1.0
2022,United States (median),Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,30.2,,,,,25,7.9,,,,,7,10.6,,,,,7,45.5,,,,,31,39.9,,,,,1.0
2022,United States (median),Race,Hispanic,_IMPRACE,11.6,,,,,46,2.2,,,,,17,8.3,,,,,45,19.7,,,,,52,62.6,,,,,4.0
2022,United States (median),Race,"Other race, Non-Hispanic",_IMPRACE,21.8,,,,,38,8.4,,,,,5,13.9,,,,,29,32.0,,,,,49,55.3,,,,,3.0
2022,United States (median),Age,Age 18 to 24,_AGE_G,6.7,,,,,45,4.1,,,,,24,21.3,,,,,53,25.4,,,,,53,,,,,,
2022,United States (median),Age,Age 25 to 44,_AGE_G,16.6,,,,,53,4.5,,,,,50,11.0,,,,,53,26.6,,,,,53,53.7,,,,,19.0
2022,United States (median),Age,Age 45 to 64,_AGE_G,16.4,,,,,53,3.6,,,,,50,4.0,,,,,51,20.6,,,,,53,51.0,,,,,21.0
2022,United States (median),Age,Age 65 or older,_AGE_G,8.9,,,,,52,1.9,,,,,41,1.2,,,,,44,10.7,,,,,53,47.3,,,,,15.0
2022,United States (median),Education (4 Level),Did not graduate High School,_EDUCAG,25.6,,,,,53,6.0,,,,,31,9.8,,,,,43,36.5,,,,,53,51.25,,,,,8.0
2022,United States (median),Education (4 Level),Graduated High School,_EDUCAG,17.8,,,,,53,4.8,,,,,48,10.2,,,,,53,28.3,,,,,53,50.0,,,,,21.0
2022,United States (median),Education (4 Level),Attended College or Technical School,_EDUCAG,14.3,,,,,53,3.4,,,,,48,8.7,,,,,51,22.8,,,,,53,53.3,,,,,19.0
2022,United States (median),Education (4 Level),Graduated from College or Technical School,_EDUCAG,5.6,,,,,53,2.1,,,,,49,4.0,,,,,53,10.1,,,,,53,49.3,,,,,16.0
2022,United States (median),Education (2 Level),Less than college/technical school graduate,_ED_LVL,17.6,,,,,53,4.1,,,,,51,9.6,,,,,53,25.8,,,,,53,50.6,,,,,21.0
2022,United States (median),Education (2 Level),Graduate from college/technical school,_ED_LVL,5.6,,,,,53,2.1,,,,,49,4.0,,,,,53,10.1,,,,,53,51.3,,,,,21.0
2022,United States (median),Frequent Mental Distress,No,_MENT14D,11.6,,,,,53,3.2,,,,,53,6.0,,,,,53,18.2,,,,,53,49.1,,,,,21.0
2022,United States (median),Frequent Mental Distress,Yes,_MENT14D,23.5,,,,,53,4.1,,,,,41,16.4,,,,,53,37.2,,,,,53,51.55,,,,,18.0
2022,United States (median),Cigarette Use History,Current smoker,_SMOKER3,,,,,,0,7.9,,,,,49,17.1,,,,,52,100.0,,,,,53,,,,,,
2022,United States (median),Cigarette Use History,Former smoker,_SMOKER3,,,,,,0,4.8,,,,,46,11.2,,,,,53,14.8,,,,,53,,,,,,
2022,United States (median),Cigarette Use History,Never smoker,_SMOKER3,,,,,,0,2.3,,,,,50,4.0,,,,,53,6.2,,,,,53,,,,,,
2023,United States (median),Total Population,Total Population,,12.1,,,,,51,3.2,,,,,51,7.7,,,,,51,19.5,,,,,51,51.65,,,,,
2023,United States (median),Sex,Male,_SEX,13.5,,,,,51,5.6,,,,,50,8.3,,,,,51,24.1,,,,,51,50.25,,,,,26.0
2023,United States (median),Sex,Female,_SEX,10.6,,,,,51,0.9,,,,,37,7.1,,,,,51,16.2,,,,,51,51.1,,,,,26.0
2023,United States (median),Race,"White, Non-Hispanic",_IMPRACE,11.7,,,,,49,3.6,,,,,48,7.5,,,,,49,20.0,,,,,50,47.2,,,,,25.0
2023,United States (median),Race,"Black, Non-Hispanic",_IMPRACE,13.6,,,,,37,2.0,,,,,10,6.2,,,,,30,19.5,,,,,40,65.6,,,,,11.0
2023,United States (median),Race,"Asian, Non-Hispanic",_IMPRACE,5.9,,,,,8,0.0,,,,,8,5.6,,,,,8,11.2,,,,,14,40.6,,,,,1.0
2023,United States (median),Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,24.5,,,,,21,6.8,,,,,5,11.0,,,,,6,39.0,,,,,27,41.6,,,,,1.0
2023,United States (median),Race,Hispanic,_IMPRACE,9.8,,,,,41,2.0,,,,,13,7.7,,,,,41,16.6,,,,,50,61.5,,,,,7.0
2023,United States (median),Race,"Other race, Non-Hispanic",_IMPRACE,17.0,,,,,43,5.4,,,,,9,13.5,,,,,33,28.2,,,,,49,47.25,,,,,2.0
2023,United States (median),Age,Age 18 to 24,_AGE_G,5.6,,,,,39,3.9,,,,,27,19.0,,,,,51,23.3,,,,,51,,,,,,
2023,United States (median),Age,Age 25 to 44,_AGE_G,14.8,,,,,51,4.1,,,,,49,11.5,,,,,51,26.0,,,,,51,55.0,,,,,23.0
2023,United States (median),Age,Age 45 to 64,_AGE_G,15.0,,,,,51,3.6,,,,,50,3.9,,,,,50,20.4,,,,,51,48.4,,,,,25.0
2023,United States (median),Age,Age 65 or older,_AGE_G,8.5,,,,,51,1.8,,,,,39,1.3,,,,,38,11.0,,,,,51,45.6,,,,,23.0
2023,United States (median),Education (4 Level),Did not graduate High School,_EDUCAG,22.5,,,,,51,6.2,,,,,26,10.2,,,,,42,33.3,,,,,51,56.3,,,,,13.0
2023,United States (median),Education (4 Level),Graduated High School,_EDUCAG,15.7,,,,,51,4.6,,,,,49,10.6,,,,,51,26.7,,,,,51,48.9,,,,,25.0
2023,United States (median),Education (4 Level),Attended College or Technical School,_EDUCAG,12.8,,,,,51,3.5,,,,,44,8.4,,,,,51,21.2,,,,,51,52.5,,,,,24.0
2023,United States (median),Education (4 Level),Graduated from College or Technical School,_EDUCAG,4.8,,,,,51,1.8,,,,,45,3.7,,,,,51,9.1,,,,,51,49.9,,,,,19.0
2023,United States (median),Education (2 Level),Less than college/technical school graduate,_ED_LVL,15.5,,,,,51,3.8,,,,,50,9.4,,,,,51,24.5,,,,,51,51.55,,,,,26.0
2023,United States (median),Education (2 Level),Graduate from college/technical school,_ED_LVL,4.8,,,,,51,1.8,,,,,45,3.7,,,,,51,9.1,,,,,51,50.8,,,,,26.0
2023,United States (median),Frequent Mental Distress,No,_MENT14D,10.5,,,,,51,3.1,,,,,51,6.0,,,,,51,16.8,,,,,51,49.9,,,,,26.0
2023,United States (median),Frequent Mental Distress,Yes,_MENT14D,20.7,,,,,51,3.8,,,,,40,16.4,,,,,51,34.1,,,,,51,56.15,,,,,24.0
2023,United States (median),Cigarette Use History,Current smoker,_SMOKER3,,,,,,0,6.7,,,,,45,17.9,,,,,51,100.0,,,,,51,,,,,,
2023,United States (median),Cigarette Use History,Former smoker,_SMOKER3,,,,,,0,4.4,,,,,44,12.1,,,,,51,15.7,,,,,51,,,,,,
2023,United States (median),Cigarette Use History,Never smoker,_SMOKER3,,,,,,0,2.1,,,,,49,3.9,,,,,51,5.9,,,,,51,,,,,,
2019,Alabama,Total Population,Total Population,,20.2,18.9,21.6,0.7,3.4,6744,6.2,5.5,7.1,0.4,6.6,6750,,,,,,,,,,,,,60.9,57.2,64.5,1.9,0.0,707.0
2019,Alabama,Sex,Male,_SEX,22.4,20.3,24.5,1.1,4.8,2728,11.4,9.9,13.0,0.8,6.8,2729,,,,,,,,,,,,,61.3,56.0,66.3,2.7,0.1,313.0
2019,Alabama,Sex,Female,_SEX,18.3,16.7,20.1,0.9,4.7,4016,1.6,1.1,2.4,0.3,20.8,4021,,,,,,,,,,,,,60.5,55.2,65.6,2.6,0.1,394.0
2019,Alabama,Race,"White, Non-Hispanic",_IMPRACE,19.8,18.3,21.5,0.8,4.1,4685,7.4,6.4,8.5,0.5,7.2,4693,,,,,,,,,,,,,56.4,51.8,60.9,2.3,0.0,435.0
2019,Alabama,Race,"Black, Non-Hispanic",_IMPRACE,20.3,17.7,23.1,1.4,6.7,1710,2.8,2.0,4.1,0.5,18.2,1708,,,,,,,,,,,,,72.9,65.8,79.0,3.4,0.1,215.0
2019,Alabama,Race,"Asian, Non-Hispanic",_IMPRACE,,10.6,43.4,8.5,36.5,35,,0.2,10.0,1.5,101.0,35,,,,,,,,,,,,,,,,,,
2019,Alabama,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,30.5,19.5,44.3,6.4,21.1,98,,3.5,16.7,3.2,40.5,97,,,,,,,,,,,,,,,,,,
2019,Alabama,Race,Hispanic,_IMPRACE,20.4,12.4,31.5,4.9,23.9,88,,1.6,18.9,3.7,63.8,89,,,,,,,,,,,,,,,,,,
2019,Alabama,Race,"Other race, Non-Hispanic",_IMPRACE,28.2,19.5,38.8,5.0,17.7,128,,4.8,18.2,3.3,34.4,128,,,,,,,,,,,,,,,,,,
2019,Alabama,Age,Age 18 to 24,_AGE_G,12.6,9.1,17.3,2.1,16.6,322,7.0,4.6,10.5,1.5,21.1,321,,,,,,,,,,,,,,,,,,
2019,Alabama,Age,Age 25 to 44,_AGE_G,28.3,25.5,31.3,1.5,5.2,1393,8.3,6.7,10.3,0.9,11.1,1392,,,,,,,,,,,,,65.4,59.2,71.1,3.1,0.1,242.0
2019,Alabama,Age,Age 45 to 64,_AGE_G,21.7,19.7,23.9,1.1,5.0,2453,5.1,4.1,6.3,0.5,10.7,2451,,,,,,,,,,,,,56.1,50.4,61.5,2.8,0.1,287.0
2019,Alabama,Age,Age 65 or older,_AGE_G,10.8,9.3,12.5,0.8,7.4,2576,4.7,3.6,6.1,0.6,13.4,2586,,,,,,,,,,,,,54.2,46.4,61.9,4.0,0.1,149.0
2019,Alabama,Education (4 Level),Did not graduate High School,_EDUCAG,35.1,30.3,40.3,2.6,7.3,603,9.4,6.7,12.9,1.6,16.8,602,,,,,,,,,,,,,59.3,50.1,67.8,4.6,0.1,114.0
2019,Alabama,Education (4 Level),Graduated High School,_EDUCAG,24.3,21.9,26.9,1.3,5.2,1982,7.2,5.9,8.8,0.7,10.4,1988,,,,,,,,,,,,,57.9,51.9,63.6,3.0,0.1,260.0
2019,Alabama,Education (4 Level),Attended College or Technical School,_EDUCAG,18.4,16.3,20.7,1.1,6.1,1946,5.9,4.6,7.5,0.7,12.3,1945,,,,,,,,,,,,,66.8,60.5,72.5,3.1,0.1,220.0
2019,Alabama,Education (4 Level),Graduated from College or Technical School,_EDUCAG,8.0,6.7,9.4,0.7,8.6,2202,3.4,2.6,4.4,0.5,14.0,2204,,,,,,,,,,,,,59.1,50.1,67.6,4.5,0.1,113.0
2019,Alabama,Education (2 Level),Less than college/technical school graduate,_ED_LVL,23.9,22.3,25.6,0.9,3.6,4531,7.1,6.1,8.1,0.5,7.3,4535,,,,,,,,,,,,,58.4,53.3,63.3,2.6,0.1,374.0
2019,Alabama,Education (2 Level),Graduate from college/technical school,_ED_LVL,8.0,6.7,9.4,0.7,8.6,2202,3.4,2.6,4.4,0.5,14.0,2204,,,,,,,,,,,,,65.0,59.7,69.9,2.6,0.1,333.0
2019,Alabama,Frequent Mental Distress,No,_MENT14D,17.1,15.8,18.5,0.7,4.1,5626,6.2,5.3,7.1,0.5,7.3,5635,,,,,,,,,,,,,60.6,56.1,64.9,2.3,0.0,488.0
2019,Alabama,Frequent Mental Distress,Yes,_MENT14D,34.4,30.5,38.4,2.0,5.9,996,6.8,4.9,9.2,1.1,16.1,994,,,,,,,,,,,,,60.1,53.0,66.9,3.6,0.1,201.0
2019,Alabama,Cigarette Use History,Current smoker,_SMOKER3,,100.0,100.0,0.0,0.0,1158,7.1,5.5,9.3,1.0,13.5,1152,,,,,,,,,,,,,,,,,,
2019,Alabama,Cigarette Use History,Former smoker,_SMOKER3,,0.0,0.0,0.0,,1768,9.4,7.6,11.5,1.0,10.6,1763,,,,,,,,,,,,,,,,,,
2019,Alabama,Cigarette Use History,Never smoker,_SMOKER3,,0.0,0.0,0.0,,3818,4.5,3.6,5.5,0.5,10.9,3809,,,,,,,,,,,,,,,,,,
2020,Alabama,Total Population,Total Population,,18.5,17.1,20.0,0.7,4.1,5113,5.7,4.9,6.7,0.4,7.8,5126,,,,,,,,,,,,,63.0,58.7,67.1,2.2,0.1,484.0
2020,Alabama,Sex,Male,_SEX,20.5,18.3,22.9,1.2,5.8,2090,10.1,8.6,11.9,0.8,8.2,2094,,,,,,,,,,,,,65.0,58.8,70.8,3.1,0.1,214.0
2020,Alabama,Sex,Female,_SEX,16.6,14.9,18.5,0.9,5.6,3023,1.6,1.1,2.6,0.4,22.5,3032,,,,,,,,,,,,,60.7,54.7,66.5,3.0,0.1,270.0
2020,Alabama,Race,"White, Non-Hispanic",_IMPRACE,17.9,16.2,19.6,0.9,4.8,3567,7.1,6.0,8.3,0.6,8.5,3581,,,,,,,,,,,,,55.7,50.3,60.9,2.7,0.1,302.0
2020,Alabama,Race,"Black, Non-Hispanic",_IMPRACE,18.0,15.3,21.0,1.5,8.1,1270,2.4,1.5,3.9,0.6,24.0,1270,,,,,,,,,,,,,76.3,69.0,82.3,3.4,0.1,139.0
2020,Alabama,Race,"Asian, Non-Hispanic",_IMPRACE,,0.4,16.1,2.5,99.4,38,,0.0,0.0,0.0,,38,,,,,,,,,,,,,,,,,,
2020,Alabama,Race,"American Indian/Alaskan Native, Non-Hispanic",_IMPRACE,35.8,21.7,52.9,8.2,22.8,64,,4.0,27.5,5.6,49.9,63,,,,,,,,,,,,,,,,,,
2020,Alabama,Race,Hispanic,_IMPRACE,22.2,12.1,37.1,6.4,28.8,77,,0.1,5.2,0.8,100.3,77,,,,,,,,,,,,,,,,,,
2020,Alabama,Race,"Other race, Non-Hispanic",_IMPRACE,32.4,21.1,46.3,6.6,20.2,97,,3.0,18.2,3.6,46.5,97,,,,,,,,,,,,,,,,,,
2020,Alabama,Age,Age 18 to 24,_AGE_G,11.1,7.4,16.3,2.2,20.2,305,4.7,2.7,8.3,1.4,29.2,306,,,,,,,,,,,,,,,,,,
2020,Alabama,Age,Age 25 to 44,_AGE_G,24.3,21.4,27.4,1.5,6.4,1183,6.8,5.2,8.7,0.9,13.2,1182,,,,,,,,,,,,,67.3,60.2,73.7,3.5,0.1,166.0
2020,Alabama,Age,Age 45 to 64,_AGE_G,21.5,19.1,24.1,1.3,6.0,1794,6.3,4.9,8.0,0.8,12.6,1797,,,,,,,,,,,,,57.0,50.1,63.6,3.5,0.1,205.0
2020,Alabama,Age,Age 65 or older,_AGE_G,9.9,8.3,11.8,0.9,9.1,1831,3.9,2.8,5.5,0.7,17.0,1841,,,,,,,,,,,,,47.6,38.4,56.9,4.8,0.1,86.0
